sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,score_text,v_score_text,two_year_recid
Male,32,25 - 45,Hispanic,0,0,0,1,F,Medium,Low,0
Male,23,Less than 25,African-American,0,0,0,3,F,Medium,Medium,0
Male,31,25 - 45,African-American,0,0,0,12,M,Medium,Medium,0
Male,45,Greater than 45,Hispanic,0,0,0,1,F,Low,Low,0
Female,33,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,33,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,25,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Female,27,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,51,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,4,F,Medium,Medium,0
Male,47,Greater than 45,Caucasian,0,0,0,4,F,Medium,Medium,0
Male,47,Greater than 45,Caucasian,0,0,0,4,F,Medium,Medium,0
Male,32,25 - 45,African-American,0,0,0,14,F,High,Medium,0
Male,32,25 - 45,African-American,0,0,0,14,F,High,Medium,0
Male,32,25 - 45,African-American,0,0,0,14,F,High,Medium,0
Male,32,25 - 45,African-American,0,0,0,14,F,High,Medium,0
Male,32,25 - 45,African-American,0,0,0,14,F,gamey,Medium,0
Male,32,25 - 45,African-American,0,0,0,14,F,High,Medium,1
Male,24,Less than 25,African-American,0,0,0,2,F,Medium,Medium,0
Male,24,Less than 25,African-American,0,0,0,2,F,Medium,Medium,0
Male,24,Less than 25,African-American,0,0,0,2,F,medium,Medium,0
Male,24,Less than 25,African-American,0,0,0,2,F,Medium,Medium,0
Male,26,25 - 45,African-American,0,0,0,5,F,High,High,0
Male,26,25 - 45,African-American,0,0,0,5,F,High,High,0
Male,26,25 - 45,African-American,0,0,0,5,F,High,High,0
Male,26,25 - 45,African-American,0,0,0,5,F,High,High,0
Male,26,25 - 45,African-American,0,0,0,5,F,High,High,0
Male,47,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,25,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,25,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,25,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,26,25 - 45,African-American,0,0,0,2,F,Low,Medium,0
Male,21,Less than 25,African-American,0,0,0,1,F,High,Medium,0
Male,25,25 - 45,African-American,0,0,0,2,M,Low,Low,0
Male,22,Less than 25,African-American,1,1,0,6,F,Medium,Medium,1
Male,35,25 - 45,Other,0,0,0,0,M,Low,Low,0
Female,26,25 - 45,Caucasian,0,0,0,0,F,medium,Medium,0
Male,20,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,30,25 - 45,African-American,0,1,0,8,F,High,High,0
Male,30,25 - 45,African-American,0,1,0,8,F,High,High,0
Male,30,25 - 45,African-American,0,0,0,1,M,Medium,Low,0
Male,30,25 - 45,African-American,0,0,0,1,M,intermediate,Low,0
Female,26,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,45,Greater than 45,African-American,0,0,0,0,F,Medium,Low,0
Male,45,Greater than 45,African-American,0,0,0,0,F,Medium,Low,0
Male,20,Less than 25,African-American,0,0,0,1,F,High,High,0
Male,20,Less than 25,African-American,0,0,0,1,F,High,High,0
Male,33,25 - 45,African-American,0,0,0,7,F,Medium,High,1
Male,35,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,41,25 - 45,Caucasian,0,0,0,5,F,Low,Low,0
Male,23,Less than 25,Caucasian,0,0,0,0,M,Low,Medium,0
Male,37,25 - 45,African-American,0,0,0,0,F,High,High,0
Male,42,25 - 45,African-American,0,0,0,15,F,High,Medium,0
Male,42,25 - 45,African-American,0,0,0,15,F,High,Medium,0
Male,42,25 - 45,African-American,0,0,0,15,F,mellow,Medium,0
Male,42,25 - 45,African-American,0,0,0,15,F,High,Medium,0
Male,42,25 - 45,Caucasian,0,0,0,5,F,Medium,Low,0
Male,42,25 - 45,Caucasian,0,0,0,5,F,Medium,Low,0
Female,21,Less than 25,Caucasian,0,1,0,0,M,Medium,Medium,0
Female,21,Less than 25,Caucasian,0,1,0,0,M,Medium,Medium,0
Male,25,25 - 45,African-American,0,0,1,8,F,High,High,0
Male,54,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Male,27,25 - 45,African-American,0,0,0,10,F,Medium,High,0
Male,27,25 - 45,African-American,0,0,0,10,F,Medium,High,0
Male,27,25 - 45,African-American,0,0,0,10,F,Medium,High,0
Male,41,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,22,Less than 25,Caucasian,0,0,0,0,M,Low,Medium,0
Male,22,Less than 25,Caucasian,0,0,0,0,M,Low,Medium,0
Male,38,25 - 45,African-American,0,0,0,2,F,Medium,Low,0
Female,21,Less than 25,Hispanic,0,0,0,0,M,Medium,Medium,0
Male,23,Less than 25,African-American,0,0,0,2,F,Medium,Medium,0
Male,23,Less than 25,African-American,0,0,0,2,F,Medium,Medium,0
Male,23,Less than 25,African-American,0,0,0,2,F,Medium,Medium,0
Male,30,25 - 45,Hispanic,0,0,0,1,M,Low,Low,0
Male,36,25 - 45,African-American,0,0,0,5,M,High,Low,0
Male,36,25 - 45,African-American,0,0,0,5,M,High,Low,0
Male,36,25 - 45,African-American,0,0,0,5,M,High,Low,0
Male,36,25 - 45,African-American,0,0,0,5,M,High,Low,0
Male,36,25 - 45,African-American,0,0,0,5,M,High,Low,0
Male,36,25 - 45,African-American,0,0,0,5,M,High,Low,0
Female,24,Less than 25,Hispanic,0,0,0,2,F,Medium,Low,0
Female,24,Less than 25,Hispanic,0,0,0,2,F,Medium,Low,0
Female,24,Less than 25,Hispanic,0,0,0,2,F,Medium,Low,1
Male,33,25 - 45,African-American,0,0,0,4,F,Low,Low,0
Male,33,25 - 45,African-American,0,0,0,4,F,Low,Low,0
Male,38,25 - 45,Hispanic,0,0,0,0,M,humiliated,Low,0
Male,29,25 - 45,African-American,0,0,1,10,F,Medium,Medium,0
Male,29,25 - 45,African-American,0,0,1,10,F,Medium,Medium,0
Female,56,Greater than 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,54,Greater than 45,African-American,0,0,0,4,M,Medium,Low,1
Male,22,Less than 25,Caucasian,0,0,0,2,M,Medium,Medium,0
Male,22,Less than 25,Caucasian,0,0,0,2,M,Medium,Medium,0
Male,22,Less than 25,Caucasian,0,0,0,2,M,Medium,Medium,0
Male,22,Less than 25,Caucasian,0,0,0,2,M,Medium,Medium,0
Male,22,Less than 25,Caucasian,0,0,0,2,M,Medium,Medium,1
Male,38,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,38,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,26,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,26,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,26,25 - 45,African-American,0,0,0,0,M,Low,Low,1
Female,20,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,20,Less than 25,African-American,0,0,1,0,F,High,High,0
Female,28,25 - 45,Caucasian,0,0,0,0,F,High,Medium,0
Female,28,25 - 45,Caucasian,0,0,0,0,F,in high spirits,Medium,0
Male,37,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,52,Greater than 45,African-American,0,0,0,6,M,Low,Low,0
Male,52,Greater than 45,African-American,0,0,0,6,M,Low,Low,0
Male,27,25 - 45,Caucasian,0,0,0,4,F,Low,Medium,0
Male,29,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,0,F,downcast,Low,0
Male,29,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Female,23,Less than 25,African-American,0,0,0,6,M,Medium,Medium,0
Male,35,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,8,F,High,High,0
Male,32,25 - 45,Caucasian,0,0,0,8,F,High,High,0
Male,32,25 - 45,Caucasian,0,0,0,8,F,High,High,0
Male,32,25 - 45,Caucasian,0,0,0,8,F,High,High,0
Male,21,Less than 25,African-American,0,0,0,1,M,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,0,1,M,Medium,Medium,1
Male,25,25 - 45,Hispanic,0,0,0,0,F,Low,Medium,0
Male,22,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,22,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,22,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,22,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,22,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,32,25 - 45,African-American,0,1,0,5,M,Low,Low,0
Male,29,25 - 45,Hispanic,0,0,0,4,F,Low,Low,0
Male,30,25 - 45,African-American,0,0,0,4,M,Low,Low,0
Female,30,25 - 45,African-American,0,0,0,3,F,depleted,Low,0
Male,43,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,26,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,26,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,22,Less than 25,Caucasian,0,0,0,1,F,Low,Low,0
Male,56,Greater than 45,African-American,0,0,0,8,F,Low,Low,0
Male,23,Less than 25,African-American,0,0,0,2,F,Medium,Medium,1
Male,32,25 - 45,Caucasian,1,0,0,8,F,Low,Low,0
Male,52,Greater than 45,Caucasian,0,0,0,1,F,humbled,Low,0
Male,52,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,6,F,High,High,0
Male,29,25 - 45,African-American,0,0,0,6,F,High,High,0
Male,29,25 - 45,African-American,0,0,0,6,F,High,High,0
Female,51,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,42,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,41,25 - 45,Caucasian,0,0,0,0,F,low-down,Low,0
Male,19,Less than 25,Hispanic,0,0,0,0,F,low,Medium,0
Male,19,Less than 25,Hispanic,0,0,0,0,F,Low,Medium,0
Male,55,Greater than 45,Hispanic,0,0,0,6,F,Low,Low,0
Male,21,Less than 25,African-American,0,0,1,0,F,High,High,0
Male,21,Less than 25,African-American,0,0,1,0,F,High,High,0
Male,21,Less than 25,African-American,0,0,1,0,F,High,High,0
Male,21,Less than 25,African-American,0,0,1,0,F,High,High,0
Female,36,25 - 45,Caucasian,0,0,0,4,F,High,Low,0
Female,36,25 - 45,Caucasian,0,0,0,4,F,High,Low,0
Female,36,25 - 45,Caucasian,0,0,0,4,F,High,Low,0
Female,34,25 - 45,Other,0,0,0,1,M,Medium,Low,0
Female,22,Less than 25,African-American,0,0,0,0,M,Low,Low,0
Male,45,Greater than 45,Hispanic,0,0,0,2,F,Low,Low,0
Female,30,25 - 45,Hispanic,0,0,0,3,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,54,Greater than 45,African-American,0,0,0,2,M,Low,Low,0
Male,30,25 - 45,African-American,0,0,0,6,F,Medium,Low,0
Male,30,25 - 45,African-American,0,0,0,6,F,Medium,Low,1
Female,35,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,51,Greater than 45,African-American,0,0,0,17,M,Low,Low,0
Male,45,Greater than 45,Hispanic,0,0,0,20,F,Low,Low,0
Male,45,Greater than 45,Hispanic,0,0,0,20,F,Low,Low,0
Male,27,25 - 45,African-American,0,0,0,3,F,Low,Low,1
Male,24,Less than 25,Hispanic,0,0,0,1,F,Low,Low,0
Male,24,Less than 25,Hispanic,0,0,0,1,F,Low,Low,0
Male,24,Less than 25,Hispanic,0,0,0,1,F,Low,Low,0
Male,24,Less than 25,Hispanic,0,0,0,1,F,Low,Low,0
Male,24,Less than 25,Hispanic,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,24,Less than 25,Caucasian,0,0,0,2,F,Medium,Medium,0
Male,24,Less than 25,Caucasian,0,0,0,2,F,Medium,Medium,0
Male,24,Less than 25,Caucasian,0,0,0,2,F,Medium,Medium,0
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,23,Less than 25,African-American,0,0,0,2,M,Medium,Medium,0
Female,42,25 - 45,Other,0,0,0,2,M,Low,Low,0
Female,42,25 - 45,Other,0,0,0,2,M,Low,Low,0
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,8,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,8,F,Low,Low,0
Male,36,25 - 45,African-American,0,0,0,5,F,Low,Low,0
Male,23,Less than 25,African-American,0,0,0,0,F,Medium,High,0
Female,38,25 - 45,African-American,0,1,0,8,M,Medium,Low,1
Male,69,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,21,Less than 25,Hispanic,0,0,1,1,F,Medium,Medium,0
Male,59,Greater than 45,Hispanic,0,0,0,1,(TCX),Sir David Low,Low,0
Male,39,25 - 45,African-American,0,0,0,1,F,Medium,Low,0
Male,29,25 - 45,African-American,0,0,0,2,F,Medium,Low,0
Male,22,Less than 25,Hispanic,0,0,0,1,M,Medium,Medium,0
Male,22,Less than 25,Hispanic,0,0,0,1,M,Medium,Medium,0
Male,22,Less than 25,Hispanic,0,0,0,1,M,Medium,Medium,0
Male,22,Less than 25,Hispanic,0,0,0,1,M,Medium,Medium,0
Male,22,Less than 25,Hispanic,0,0,0,1,M,Medium,Medium,0
Male,28,25 - 45,African-American,0,0,0,1,F,Low,Medium,0
Male,34,25 - 45,African-American,0,2,0,8,M,Medium,Low,0
Male,44,25 - 45,Caucasian,0,0,0,6,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,2,F,Medium,Medium,0
Male,25,25 - 45,African-American,0,0,0,2,F,Medium,Medium,0
Male,31,25 - 45,African-American,0,0,0,0,F,richly,High,0
Male,35,25 - 45,African-American,0,1,0,17,M,Medium,Low,0
Male,35,25 - 45,African-American,0,1,0,17,M,Medium,Low,0
Male,35,25 - 45,African-American,0,1,0,17,M,Medium,Low,1
Male,27,25 - 45,African-American,0,0,0,11,M,High,High,0
Male,27,25 - 45,African-American,0,0,0,11,M,High,High,0
Male,27,25 - 45,African-American,0,0,0,11,M,High,High,0
Male,27,25 - 45,African-American,0,0,0,11,M,High,High,0
Male,30,25 - 45,Caucasian,0,0,0,13,F,Medium,Low,0
Male,30,25 - 45,Caucasian,0,0,0,13,F,Medium,Low,0
Male,33,25 - 45,African-American,0,0,0,1,F,Medium,Low,0
Male,29,25 - 45,Other,0,0,0,0,M,Low,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,28,25 - 45,African-American,0,0,0,6,F,High,Medium,0
Male,28,25 - 45,African-American,0,0,0,6,F,High,Medium,0
Male,20,Less than 25,African-American,1,0,1,1,F,High,High,1
Male,60,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,53,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Female,38,25 - 45,Other,0,0,0,0,M,Low,Low,0
Male,51,Greater than 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,25,25 - 45,Hispanic,0,0,0,1,F,Low,Low,0
Female,23,Less than 25,Caucasian,0,0,0,1,M,Low,Low,0
Male,27,25 - 45,African-American,2,1,0,5,F,metier,High,1
Female,54,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Female,26,25 - 45,African-American,0,0,1,3,M,Medium,Medium,0
Male,24,Less than 25,Caucasian,1,2,0,3,M,Low,Medium,0
Male,55,Greater than 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,55,Greater than 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,55,Greater than 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,55,Greater than 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,35,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,26,25 - 45,Hispanic,0,0,0,0,F,low-toned,Low,0
Male,26,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Female,75,Greater than 45,African-American,0,0,0,5,F,Low,Low,0
Male,30,25 - 45,African-American,0,0,0,13,M,High,Medium,0
Male,36,25 - 45,African-American,0,0,0,16,F,Medium,Low,0
Male,36,25 - 45,African-American,0,0,0,16,F,Medium,Low,0
Male,36,25 - 45,African-American,0,0,0,16,F,Medium,Low,0
Male,36,25 - 45,African-American,0,0,0,16,F,Medium,Low,0
Male,36,25 - 45,African-American,0,0,0,16,F,Medium,Low,0
Male,36,25 - 45,African-American,0,0,0,16,F,Medium,Low,0
Male,36,25 - 45,African-American,0,0,0,16,F,Medium,Low,0
Male,56,Greater than 45,African-American,0,0,0,8,F,humble,Low,0
Male,24,Less than 25,African-American,0,0,0,0,F,Low,Low,0
Male,34,25 - 45,Other,0,0,0,0,F,Low,Low,0
Male,34,25 - 45,Other,0,0,0,0,F,Low,Low,0
Male,34,25 - 45,Other,0,0,0,0,F,Low,Low,0
Female,25,25 - 45,African-American,0,0,0,5,M,Medium,Medium,0
Female,25,25 - 45,African-American,0,0,0,5,M,Medium,Medium,0
Female,25,25 - 45,African-American,0,0,0,5,M,Medium,Medium,0
Female,39,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Female,39,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,46,Greater than 45,Caucasian,0,0,0,0,F,humble,Low,0
Male,27,25 - 45,African-American,0,0,0,1,F,Low,Medium,0
Male,24,Less than 25,African-American,0,0,0,1,M,Medium,Medium,0
Female,32,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,28,25 - 45,African-American,0,0,0,3,M,grim,Low,0
Male,42,25 - 45,African-American,1,0,1,13,M,High,Medium,0
Male,42,25 - 45,African-American,1,0,1,13,M,high gear,Medium,0
Male,42,25 - 45,African-American,1,0,1,13,M,High,Medium,0
Male,59,Greater than 45,African-American,0,0,0,2,M,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,27,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,46,Greater than 45,Caucasian,0,0,0,5,M,Low,Low,0
Male,37,25 - 45,African-American,0,0,0,7,F,Low,Low,0
Male,25,25 - 45,Other,0,0,0,1,F,Low,Low,0
Female,26,25 - 45,Hispanic,0,0,0,1,M,Low,Low,0
Male,29,25 - 45,Caucasian,0,0,0,2,F,Medium,Low,0
Male,55,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,55,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,35,25 - 45,African-American,0,0,0,1,M,high school,Medium,0
Male,35,25 - 45,African-American,0,0,0,1,M,High,Medium,0
Male,33,25 - 45,Other,0,0,0,0,F,Low,Low,0
Male,43,25 - 45,African-American,0,0,0,0,M,Low,Low,1
Female,53,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,60,Greater than 45,African-American,0,0,0,9,F,Low,Low,0
Male,60,Greater than 45,African-American,0,0,0,9,F,Low,Low,0
Male,60,Greater than 45,African-American,0,0,0,9,F,dispirited,Low,0
Male,57,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Male,57,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Female,21,Less than 25,African-American,0,0,0,0,M,Medium,Medium,0
Male,55,Greater than 45,African-American,0,0,0,17,F,High,Low,0
Male,55,Greater than 45,African-American,0,0,0,17,F,High,Low,0
Male,27,25 - 45,African-American,0,0,0,1,F,blue,Low,0
Male,27,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,27,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,40,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,57,Greater than 45,Other,0,0,0,0,F,Low,Low,0
Female,37,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Female,36,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,32,25 - 45,African-American,0,0,0,2,M,Low,Low,0
Female,26,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,36,25 - 45,African-American,0,0,0,4,M,Medium,Low,0
Male,22,Less than 25,Hispanic,0,0,0,0,M,Sir David Alexander Cecil Low,Medium,0
Male,22,Less than 25,Hispanic,0,0,0,0,M,humiliated,Medium,0
Female,31,25 - 45,African-American,0,0,0,0,F,High,Medium,0
Female,26,25 - 45,African-American,0,0,0,4,F,Medium,Medium,0
Female,26,25 - 45,African-American,0,0,0,4,F,Medium,Medium,0
Female,50,Greater than 45,Caucasian,0,0,0,30,M,Medium,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,30,M,Medium,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,30,M,Medium,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,30,M,Medium,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,30,M,Medium,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,30,M,Medium,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,30,M,Medium,Low,0
Female,50,Greater than 45,Caucasian,0,0,0,30,M,Medium,Low,0
Female,38,25 - 45,African-American,0,0,0,8,F,High,Low,0
Male,21,Less than 25,African-American,0,0,2,4,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,2,4,F,Medium,Medium,0
Male,47,Greater than 45,African-American,0,0,0,4,F,Low,Low,0
Male,30,25 - 45,African-American,0,0,0,2,F,High,High,0
Male,30,25 - 45,African-American,0,0,0,2,F,High,High,0
Male,36,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,36,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,36,25 - 45,African-American,0,0,0,2,F,depression,Low,0
Female,43,25 - 45,Asian,0,0,0,0,F,Low,Low,0
Female,38,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,52,Greater than 45,Caucasian,0,0,0,2,F,scurvy,Low,0
Male,35,25 - 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,35,25 - 45,Other,0,0,0,0,F,Low,Low,0
Male,38,25 - 45,Other,0,0,0,2,F,Low,Low,0
Male,53,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Female,51,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,53,Greater than 45,African-American,0,0,0,2,F,Low,Low,0
Male,57,Greater than 45,African-American,0,0,0,19,F,Medium,Low,0
Male,22,Less than 25,African-American,0,0,0,5,F,heights,Medium,0
Male,22,Less than 25,African-American,0,0,0,5,F,High,Medium,0
Male,22,Less than 25,African-American,0,0,0,5,F,High,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,F,High,High,0
Male,21,Less than 25,African-American,0,0,0,0,F,High,High,0
Male,21,Less than 25,African-American,0,0,0,0,F,High,High,0
Male,21,Less than 25,African-American,0,0,0,0,F,High,High,0
Male,21,Less than 25,African-American,0,0,0,0,F,High,High,0
Male,21,Less than 25,African-American,0,0,0,0,F,gamy,High,1
Male,26,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,26,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Female,24,Less than 25,African-American,0,0,0,1,F,Low,Low,0
Female,24,Less than 25,African-American,0,0,0,1,F,Low,Low,0
Male,48,Greater than 45,African-American,0,0,0,0,M,Low,Low,0
Male,27,25 - 45,African-American,0,0,0,2,F,Medium,Low,0
Female,49,Greater than 45,Caucasian,0,0,0,4,F,Medium,Low,0
Male,47,Greater than 45,Caucasian,0,0,0,1,F,Sir David Alexander Cecil Low,Low,1
Male,30,25 - 45,African-American,0,0,0,8,F,High,Medium,0
Male,30,25 - 45,African-American,0,0,0,8,F,High,Medium,0
Male,30,25 - 45,African-American,0,0,0,8,F,High,Medium,0
Male,30,25 - 45,African-American,0,0,0,8,F,High,Medium,0
Male,55,Greater than 45,African-American,0,0,0,1,M,Low,Low,0
Male,44,25 - 45,Caucasian,0,0,0,3,F,small,Low,0
Male,20,Less than 25,African-American,0,0,1,2,F,Medium,Medium,0
Male,20,Less than 25,African-American,0,0,1,2,F,Medium,Medium,0
Male,34,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,45,Greater than 45,African-American,0,0,0,10,F,Low,Low,0
Male,38,25 - 45,Hispanic,0,0,0,0,F,Low,Medium,0
Male,50,Greater than 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,32,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,29,25 - 45,Caucasian,0,0,0,1,M,Medium,Low,0
Male,26,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,44,25 - 45,Hispanic,0,0,0,2,M,Low,Low,0
Female,22,Less than 25,African-American,0,0,0,1,F,culture medium,Medium,0
Female,22,Less than 25,African-American,0,0,0,1,F,Medium,Medium,0
Male,47,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,Low,Low,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,down in the mouth,Low,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,Low,Low,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,Low,Low,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,Low,Low,0
Male,23,Less than 25,Hispanic,0,0,0,2,F,Low,Low,0
Male,49,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,35,25 - 45,African-American,1,0,0,7,F,Medium,Low,0
Male,60,Greater than 45,African-American,0,0,0,43,F,High,Medium,0
Male,60,Greater than 45,African-American,0,0,0,43,F,High,Medium,0
Male,49,Greater than 45,African-American,0,0,0,1,F,Low,Low,1
Male,59,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,6,M,medium,Low,0
Male,28,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,28,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,24,Less than 25,African-American,0,0,2,1,M,Low,Low,1
Male,40,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,32,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Female,54,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,26,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,27,25 - 45,African-American,0,0,1,9,F,High,Medium,1
Male,34,25 - 45,Caucasian,0,0,0,3,F,High,Medium,0
Male,29,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Female,40,25 - 45,Hispanic,0,0,0,1,M,Low,Low,0
Male,25,25 - 45,Caucasian,0,0,0,2,M,High,Low,0
Male,25,25 - 45,Caucasian,0,0,0,2,M,High,Low,0
Male,34,25 - 45,African-American,0,0,0,1,M,Medium,Medium,0
Female,62,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Female,62,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,20,Less than 25,Caucasian,0,0,0,0,M,Medium,Medium,0
Male,20,Less than 25,Caucasian,0,0,0,0,M,Medium,Medium,0
Male,37,25 - 45,African-American,2,0,0,18,M,High,High,0
Male,37,25 - 45,African-American,2,0,0,18,M,High,High,0
Female,30,25 - 45,Caucasian,0,0,0,5,F,High,High,0
Female,30,25 - 45,Caucasian,0,0,0,5,F,High,High,0
Male,23,Less than 25,African-American,0,0,0,1,F,Medium,Medium,0
Male,23,Less than 25,African-American,0,0,0,1,F,Medium,Medium,1
